2026-03-24,Avatar Discovery CBO,Batch_2,B2C3_Native_2AMResearch_A3-RawDisco,On,0.74,Active,,42,17.62,,,,,,,,,,
2026-03-25,Avatar Discovery CBO,Batch_1,B1C1_Native_DoctorVisit_A1-SpecificCause,On,3.12,Active,,69,45.22,5.80,0.78,4,,,,0.00,,,
2026-03-25,Avatar Discovery CBO,Batch_2,B2C1_Native_NotAboutWrinkles_A1-Cells,On,0.14,Active,,10,14.00,,,,,,,0.00,,,
2026-03-25,Avatar Discovery CBO,Batch_1,B1C3_Native_Trajectory_A3-DataDriven,On,0.06,Active,,7,8.57,,,,,,,,,
2026-03-25,Avatar Discovery CBO,Batch_2,B2C2_Native_ExhaustedMom_A2-Parenta,On,20.49,Active,,471,43.50,2.55,1.71,8,,,,0.00,,,
2026-03-25,Avatar Discovery CBO,Batch_1,B1C2_Native_187Days_A2-RawTestimonial,On,34.44,Active,,64,538.13,12.50,4.31,7,,,,0.00,,,
2026-03-25,Avatar Discovery CBO,Batch_2,B2C3_Native_2AMResearch_A3-RawDisco,On,3.35,Active,,92,36.41,1.09,3.35,1,,,,0.00,,,
2026-03-26,Avatar Discovery CBO,Batch_1,B1C1_Native_DoctorVisit_A1-SpecificCause,On,9.48,Active,,118,80.34,3.39,2.37,2,,,,0.00,,,
2026-03-26,Avatar Discovery CBO,Batch_2,B2C1_Native_NotAboutWrinkles_A1-Cells,On,18.08,Active,,18,1004.44,16.67,6.03,3,,,,0.00,,,
2026-03-26,Avatar Discovery CBO,Batch_1,B1C3_Native_Trajectory_A3-DataDriven,On,0.32,Active,,3,106.67,,,,,,,,,,
2026-03-26,Avatar Discovery CBO,Batch_2,B2C2_Native_ExhaustedMom_A2-Parenta,On,20.20,Active,,971,20.80,1.85,1.12,13,1,1,,0.00,,,
2026-03-26,Avatar Discovery CBO,Batch_2,B2C3_Native_2AMResearch_A3-RawDisco,On,5.60,Active,,177,31.64,1.13,2.80,2,,,,0.00,,,
2026-03-27,Avatar Discovery CBO,Batch_1,B1C1_Native_DoctorVisit_A1-SpecificCause,On,15.16,Active,,100,151.60,3.00,5.05,3,,,,0.00,,,
2026-03-27,Avatar Discovery CBO,Batch_1,B1C3_Native_Trajectory_A3-DataDriven,On,0.24,Active,,1,240.00,,,,,,,,,,
2026-03-27,Avatar Discovery CBO,Batch_2,B2C2_Native_ExhaustedMom_A2-Parenta,On,11.82,Active,,525,22.51,1.52,1.48,6,,,,0.00,,,
2026-03-27,Avatar Discovery CBO,Batch_2,B2C3_Native_2AMResearch_A3-RawDisco,On,0.07,Active,,2,35.00,,,,,,,,,,
2026-03-27,Avatar Discovery CBO,Batch_2,Advertorial_B2C2_ExhaustedMom,On,14.28,Active,,209,68.33,4.31,1.59,8,,,,0.00,,,
2026-03-27,Avatar Discovery CBO,Batch_2,Advertorial_B2C1_NotAboutWrinkles,On,2.22,Active,,3,740.00,,,,,,,,,,
2026-03-28,Avatar Discovery CBO,Batch_3,B3C1_Native_MaybeAfterDinner_A1-ParentalGuilt,On,13.68,Active,,169,80.95,1.18,6.84,3,,,,0.00,,,
2026-03-28,Avatar Discovery CBO,Batch_3,B3C2_Native_SchoolConcert_A2-ParentalGuilt,On,0.74,Active,,19,38.95,,,,,,,,,,
2026-03-28,Avatar Discovery CBO,Batch_3,B3C3_Native_PartnerNotices_A3-ExternalValidation,On,7.38,Active,,334,22.10,2.99,0.74,10,,,,0.00,,,
2026-03-28,Avatar Discovery CBO,Batch_2,B2C2_Native_ExhaustedMom_A2-Parenta,On,3.24,Active,,239,13.56,1.26,1.08,2,,,,0.00,,,
2026-03-28,Avatar Discovery CBO,Batch_2,Advertorial_B2C2_ExhaustedMom,On,4.43,Active,,27,164.07,14.81,1.11,4,,,,0.00,,,
2026-03-29,Avatar Discovery CBO,Batch_3,B3C1_Native_MaybeAfterDinner_A1-ParentalGuilt,On,2.33,Active,,114,20.44,0.88,2.33,1,1,,,,0.00,,,
2026-03-29,Avatar Discovery CBO,Batch_3,B3C2_Native_SchoolConcert_A2-ParentalGuilt,On,0.08,Active,,11,7.27,,,,,,,,,,
2026-03-29,Avatar Discovery CBO,Batch_3,B3C3_Native_PartnerNotices_A3-ExternalValidation,On,27.83,Active,,833,33.41,10.56,0.32,88,69,,,,0.00,,,
2026-03-29,Avatar Discovery CBO,Batch_4,B4C1_RelatableHook_3pmWall_A1-Experience,Off,4.63,Off,,35,132.29,,,,,,,,,,
2026-03-29,Avatar Discovery CBO,Batch_4,B4C2_RelatableHook_3CoffeesByTwo_A2-Behavior,Off,8.66,Off,,54,160.37,,,,,,,,,,
2026-03-29,Avatar Discovery CBO,Batch_4,B4C3_RelatableHook_NothingChanged_A3-Reframe,Off,10.87,Off,,62,175.32,,,,,,,,,,
2026-03-29,Avatar Discovery CBO,Batch_2,Advertorial_B2C2_ExhaustedMom,Off,0.12,Off,,14,8.57,,,,1,,,,0.00,,,
2026-03-29,Avatar Discovery CBO,Batch_2,B2C2_Native_ExhaustedMom_A2-Parenta,Off,0.51,Off,,73,6.99,,,,1,,,,0.00,,,
2026-03-27,Avatar Discovery CBO,Batch_2,B2C1_Native_NotAboutWrinkles_A1-Cells,Off,6.75,Off,,2,3375.00,,,,,,,,,,
2026-03-26,Avatar Discovery CBO,Batch_1,B1C2_Native_187Days_A2-RawTestimonial,Off,0.00,Off,,,,,,2,,,,,,,,
